calories,fat,carbs,protein,cholesterol,sodium,prep_time,made_it,number_of_rating,rating_score,num_reviews,photos
324.0,18.2,23.9,18.5,62.0,290.0,95.0,154,,4.86,35,19
487.0,14.6,54.2,31.0,221.0,348.0,30.0,12,,4.67,4,2
287.0,14.3,35.6,9.9,19.0,341.0,49.0,554,93.0,4.72,61,24
260.0,9.4,30.1,16.5,115.0,1136.0,30.0,10,,4.5,2,1
568.0,27.5,57.7,28.0,185.0,1332.0,50.0,8,,4.0,0,1
187.0,6.1,20.9,13.9,104.0,226.0,100.0,13,,4.5,3,2
826.0,44.1,43.2,46.5,361.0,2750.0,35.0,111,39.0,4.62,27,14
493.0,28.8,24.0,35.0,99.0,107.0,30.0,113,104.0,4.42,74,16
330.0,20.6,12.2,25.0,50.0,91.0,30.0,12,,4.4,3,4
307.0,11.6,27.0,25.1,51.0,211.0,30.0,330,100.0,4.73,67,45
274.0,16.1,12.7,21.2,55.0,60.0,,11,13.0,4.38,11,1
347.0,25.6,3.8,24.8,76.0,63.0,30.0,31,,4.8,10,5
466.0,26.9,32.4,24.8,50.0,656.0,30.0,51,12.0,4.75,9,13
515.0,25.5,29.7,39.2,112.0,525.0,25.0,8,,4.75,3,2
286.0,11.2,23.9,24.6,50.0,580.0,25.0,8,,4.0,3,2
335.0,15.4,24.5,24.8,67.0,171.0,25.0,92,34.0,4.62,24,14
124.0,7.6,14.8,1.0,2.0,42.0,15.0,22,,5.0,8,4
248.0,9.3,16.0,25.6,50.0,199.0,35.0,87,88.0,4.27,84,75
405.0,26.6,4.0,36.2,104.0,180.0,30.0,630,273.0,4.57,202,58
477.0,32.4,10.6,34.7,99.0,611.0,70.0,97,106.0,4.56,76,11
312.0,7.9,36.7,29.9,80.0,646.0,85.0,44,32.0,4.53,27,8
211.0,8.7,9.5,23.7,41.0,691.0,38.0,108,96.0,4.61,66,20
634.0,40.2,33.4,36.3,62.0,697.0,115.0,1000,917.0,4.74,633,116
323.0,17.2,19.5,24.7,65.0,100.0,31.0,102,61.0,4.75,43,21
335.0,17.5,19.6,30.8,112.0,546.0,14.0,548,151.0,4.59,111,51
375.0,24.9,4.7,32.4,116.0,350.0,235.0,96,48.0,4.31,39,17
407.0,23.2,32.4,18.7,45.0,401.0,20.0,98,24.0,4.38,19,6
,,,,,,30.0,115,55.0,4.44,47,23
984.0,44.4,117.5,42.2,137.0,1154.0,280.0,501,461.0,4.68,365,20
756.0,32.2,94.7,35.3,52.0,2501.0,80.0,42,48.0,4.46,36,1
269.0,17.1,18.2,12.4,28.0,321.0,50.0,8,,4.8,3,1
472.0,28.3,37.5,17.0,33.0,353.0,45.0,68,60.0,4.12,45,3
278.0,7.2,38.1,15.5,27.0,1308.0,50.0,119,57.0,4.23,47,10
385.0,28.6,25.7,7.8,21.0,428.0,35.0,91,90.0,4.46,70,10
634.0,24.4,69.3,28.5,95.0,833.0,45.0,215,146.0,4.47,111,26
344.0,14.4,24.1,27.5,41.0,365.0,20.0,34,,4.86,10,4
400.0,12.1,27.8,42.6,109.0,1523.0,25.0,150,112.0,4.47,76,15
340.0,23.5,4.4,28.9,181.0,189.0,25.0,50,26.0,4.31,22,4
245.0,6.8,21.5,26.8,42.0,1688.0,18.0,535,485.0,4.42,365,26
247.0,15.4,3.1,23.7,41.0,885.0,22.0,20,,3.0,1,1
396.0,19.0,9.0,48.1,82.0,187.0,25.0,31,23.0,3.17,19,2
263.0,12.5,1.3,34.8,62.0,367.0,18.0,130,44.0,4.41,33,8
249.0,10.8,11.9,24.6,56.0,51.0,18.0,1000,740.0,4.63,520,162
209.0,2.1,18.0,27.5,42.0,274.0,30.0,918,481.0,3.92,371,34
173.0,7.0,3.0,23.6,47.0,480.0,30.0,184,203.0,3.83,162,10
650.0,36.1,54.3,28.4,42.0,589.0,30.0,243,269.0,4.58,210,12
437.0,20.9,25.9,38.5,146.0,163.0,60.0,13,12.0,3.42,11,1
284.0,18.6,5.7,24.5,59.0,501.0,30.0,1000,1147.0,4.54,817,69
359.0,28.9,1.3,23.2,41.0,290.0,75.0,282,274.0,3.97,200,18
207.0,10.6,2.8,23.8,41.0,673.0,50.0,115,120.0,4.24,85,13
277.0,9.4,10.6,36.8,62.0,630.0,60.0,37,,4.74,15,7
220.0,2.1,15.5,33.9,56.0,2474.0,30.0,15,,4.4,3,4
294.0,8.9,1.5,48.8,99.0,326.0,30.0,14,17.0,3.29,12,2
326.0,13.3,4.1,46.6,82.0,142.0,50.0,23,,4.5,6,3
449.0,30.5,11.7,32.3,80.0,583.0,33.0,30,10.0,4.7,10,5
375.0,4.8,9.2,72.2,125.0,1579.0,35.0,25,15.0,4.13,12,5
452.0,16.6,7.1,63.3,111.0,160.0,50.0,11,6.0,4.17,6,1
304.0,21.1,4.6,24.2,57.0,2069.0,19.0,9,,5.0,2,2
204.0,10.9,1.7,23.8,57.0,495.0,25.0,13,,4.67,7,3
256.0,8.3,20.4,26.1,41.0,529.0,35.0,28,26.0,3.77,20,2
799.0,33.8,62.2,46.2,123.0,1279.0,60.0,10,12.0,3.75,10,5
312.0,13.8,4.0,40.8,78.0,331.0,17.0,68,38.0,4.47,25,12
214.0,17.1,0.6,13.7,41.0,984.0,30.0,70,30.0,3.93,21,1
455.0,26.4,18.9,34.0,97.0,1919.0,170.0,485,194.0,4.93,148,34
798.0,55.3,31.5,43.7,143.0,1308.0,20.0,54,42.0,4.48,32,4
323.0,10.5,25.5,29.1,83.0,787.0,25.0,64,29.0,4.52,19,3
404.0,13.7,20.7,50.8,106.0,591.0,30.0,104,46.0,4.57,36,11
484.0,24.9,41.3,21.4,61.0,774.0,40.0,52,55.0,3.89,44,2
354.0,21.5,4.2,33.8,72.0,205.0,35.0,234,121.0,4.84,100,18
273.0,7.2,14.8,38.3,62.0,778.0,30.0,159,69.0,4.64,59,10
489.0,29.3,32.7,22.5,58.0,88.0,45.0,83,75.0,3.95,54,4
305.0,14.5,20.8,21.6,121.0,112.0,25.0,14,9.0,4.11,8,1
539.0,32.0,40.6,21.2,114.0,972.0,30.0,61,29.0,4.59,23,6
538.0,8.8,87.5,26.4,19.0,1574.0,50.0,10,11.0,3.91,9,1
466.0,43.2,2.2,18.2,144.0,546.0,20.0,97,49.0,4.59,37,6
368.0,29.8,8.5,17.4,72.0,2478.0,50.0,559,503.0,4.38,380,30
171.0,6.7,1.9,24.6,102.0,90.0,30.0,96,45.0,4.22,29,10
753.0,64.9,7.8,34.1,150.0,1163.0,40.0,20,12.0,4.0,10,2
384.0,23.2,4.6,37.0,152.0,312.0,42.0,43,35.0,4.2,28,3
380.0,26.8,8.8,25.3,167.0,726.0,40.0,116,65.0,4.49,52,8
395.0,21.9,26.3,22.8,53.0,898.0,515.0,29,15.0,4.67,12,3
367.0,9.3,46.8,22.6,53.0,406.0,25.0,102,66.0,4.14,52,14
1427.0,78.6,131.6,45.7,145.0,800.0,30.0,216,112.0,4.53,88,23
527.0,28.0,16.5,49.6,143.0,344.0,25.0,251,198.0,4.55,157,15
407.0,25.8,0.6,41.8,102.0,212.0,30.0,84,58.0,4.76,41,5
242.0,25.6,6.8,1.5,79.0,55.0,27.0,32,20.0,4.7,18,4
269.0,25.8,24.6,3.2,66.0,595.0,15.0,122,47.0,4.28,39,6
271.0,11.5,30.9,12.6,43.0,703.0,20.0,131,65.0,4.65,50,11
105.0,11.1,1.9,0.8,23.0,2.0,20.0,36,15.0,4.6,11,4
270.0,6.5,3.9,47.8,73.0,565.0,30.0,143,136.0,4.51,93,7
498.0,37.7,1.5,36.4,154.0,486.0,20.0,176,89.0,4.54,67,15
257.0,13.3,11.0,24.4,36.0,286.0,29.0,11,13.0,4.0,8,1
398.0,27.0,2.3,35.8,115.0,256.0,70.0,47,,4.96,21,6
229.0,7.7,0.6,36.0,62.0,94.0,140.0,42,39.0,4.05,33,3
276.0,13.1,3.0,35.4,69.0,174.0,33.0,353,258.0,4.53,181,23
367.0,29.3,2.4,24.2,147.0,284.0,20.0,142,56.0,4.66,47,16
230.0,12.6,12.3,16.2,61.0,221.0,25.0,78,35.0,4.6,31,7
228.0,10.5,11.7,21.2,112.0,175.0,25.0,116,56.0,4.57,45,12
156.0,2.5,12.2,19.9,65.0,537.0,30.0,28,14.0,4.07,12,5
251.0,3.8,25.8,27.3,107.0,221.0,60.0,46,31.0,4.13,25,6
502.0,26.9,33.7,31.0,107.0,1223.0,60.0,50,,4.67,16,7
237.0,5.6,20.7,25.2,72.0,210.0,50.0,501,342.0,4.23,256,22
325.0,15.5,13.9,31.3,125.0,409.0,25.0,1000,503.0,4.55,390,128
378.0,19.5,20.6,28.5,93.0,580.0,30.0,30,,3.89,3,4
214.0,7.5,21.1,15.0,44.0,427.0,35.0,435,426.0,4.25,341,21
770.0,50.9,4.9,70.3,125.0,1036.0,25.0,50,18.0,4.78,10,9
212.0,10.0,6.5,24.2,41.0,447.0,50.0,36,35.0,3.91,25,2
150.0,1.7,8.5,24.5,42.0,286.0,115.0,7,,4.33,3,1
498.0,22.2,36.5,37.9,109.0,470.0,80.0,9,6.0,4.17,6,3
673.0,38.8,48.9,31.5,142.0,580.0,78.0,21,,4.75,8,7
544.0,31.9,8.6,53.2,151.0,792.0,30.0,58,22.0,4.55,19,7
387.0,21.7,8.9,34.8,117.0,162.0,70.0,39,37.0,3.62,33,3
141.0,3.8,5.8,19.1,75.0,339.0,60.0,43,51.0,4.45,40,3
258.0,8.4,10.6,33.1,107.0,356.0,50.0,45,34.0,4.59,25,5
452.0,25.2,16.2,43.1,73.0,1034.0,40.0,547,243.0,4.88,192,83
469.0,26.0,30.8,27.2,142.0,949.0,45.0,72,65.0,4.52,52,5
442.0,30.8,20.0,19.4,92.0,458.0,40.0,213,169.0,4.36,137,13
286.0,11.2,17.6,25.6,75.0,336.0,9.0,65,51.0,4.18,47,8
213.0,10.9,7.5,24.3,67.0,1850.0,30.0,468,411.0,4.38,304,29
226.0,14.4,7.1,17.3,48.0,277.0,50.0,169,100.0,4.38,69,14
772.0,41.5,74.8,28.9,142.0,492.0,15.0,223,189.0,4.21,150,10
302.0,18.4,12.2,21.7,73.0,2172.0,165.0,511,172.0,4.81,148,30
116.0,2.8,18.4,3.8,6.0,314.0,15.0,912,219.0,4.58,196,89
208.0,5.8,32.6,5.7,31.0,207.0,85.0,212,63.0,4.43,42,47
307.0,7.5,51.3,8.0,0.0,393.0,20.0,140,63.0,4.7,51,23
476.0,11.2,82.3,10.7,0.0,445.0,125.0,222,94.0,4.69,75,34
136.0,1.2,26.5,4.2,0.0,195.0,,155,135.0,4.69,101,13
36.0,3.4,1.3,0.5,0.0,147.0,65.0,176,188.0,4.36,145,22
126.0,1.5,24.2,3.4,0.0,147.0,75.0,342,195.0,4.57,154,36
95.0,2.0,16.7,2.4,0.0,117.0,160.0,229,197.0,4.6,159,21
131.0,3.7,21.2,3.0,0.0,195.0,35.0,1000,838.0,4.6,643,110
173.0,0.5,36.1,5.1,0.0,223.0,900.0,203,188.0,4.67,152,33
119.0,2.1,21.6,3.1,0.0,157.0,110.0,5000,4356.0,4.7,3268,567
178.0,4.7,29.2,4.5,0.0,235.0,75.0,271,262.0,4.71,207,35
21.0,1.4,1.8,0.4,0.27797073087139645,121.0,125.0,310,267.0,4.73,200,32
170.0,4.0,28.1,4.8,0.0,293.0,30.0,6000,3530.0,4.7,2735,755
231.0,0.7,48.3,6.8,0.0,294.0,15.0,540,188.0,4.64,141,97
92.0,1.1,18.2,2.2,0.0,74.0,50.0,70,25.0,4.52,22,16
438.0,7.7,80.9,10.4,0.0,296.0,15.0,306,89.0,4.67,69,38
112.0,2.1,20.1,2.8,0.0,156.0,35.0,3000,2811.0,4.44,2218,262
235.0,5.0,40.1,5.9,0.0,293.0,50.0,1000,811.0,4.74,580,272
485.0,8.0,89.3,12.4,0.0,732.0,1115.0,185,74.0,4.42,50,15
347.0,5.0,66.7,12.7,0.0,486.0,155.0,64,,4.88,20,4
121.0,6.6,8.2,8.8,61.0,479.0,60.0,613,249.0,4.6,198,129
206.0,22.0,3.6,0.7,10.0,486.0,15.0,48,21.0,4.38,18,2
65.0,0.0,16.4,0.4,0.0,310.0,20.0,29,,4.92,9,2
30.0,2.2,1.0,1.3,102.0,67.0,15.0,8,8.0,3.88,7,2
104.0,11.1,0.7,0.7,7.0,150.0,10.0,47,,4.88,13,1
1677.0,175.5,26.7,5.2,89.0,3757.0,510.0,41,,4.85,20,1
101.0,10.9,0.9,0.2,5.0,128.0,15.0,66,,4.84,19,2
188.0,21.1,0.3,0.3,26.0,118.0,10.0,166,96.0,3.7,85,21
126.0,14.0,0.4,0.3,17.0,79.0,15.0,28,22.0,4.36,20,4
16.0,0.0,3.9,0.5,0.0,139.0,730.0,276,133.0,4.65,114,10
16.0,0.2,3.6,0.5,0.0,242.0,4355.0,112,44.0,4.77,37,7
54.0,3.7,4.9,1.2,0.27797073087139645,194.0,55.0,275,114.0,4.82,86,18
66.0,6.1,2.2,1.0,13.0,39.0,130.0,147,76.0,4.62,67,3
84.0,9.5,0.1,0.0,0.27797073087139645,4.0,15.0,49,26.0,4.62,21,1
463.0,30.7,28.2,11.5,299.0,135.0,105.0,89,39.0,4.72,25,2
114.0,5.6,9.5,6.6,18.0,399.0,510.0,26,,4.92,8,3
315.0,27.7,15.6,2.8,103.0,71.0,310.0,61,32.0,4.78,22,7
272.0,14.3,36.4,3.9,35.0,74.0,45.0,91,58.0,4.62,49,10
177.0,7.3,26.5,1.8,28.0,160.0,,171,76.0,4.89,57,18
144.0,5.5,22.4,1.5,24.0,95.0,30.0,129,58.0,4.83,46,13
252.0,13.6,29.5,4.7,36.0,229.0,30.0,816,346.0,4.68,267,75
182.0,9.6,22.9,2.1,29.0,128.0,55.0,158,115.0,4.6,89,20
728.0,41.1,87.8,7.2,103.0,473.0,95.0,89,59.0,4.64,44,12
527.0,32.3,57.5,5.4,80.0,314.0,130.0,245,93.0,4.75,74,27
318.0,19.7,31.6,3.8,31.0,284.0,50.0,19,,4.83,8,3
339.0,15.8,45.8,5.8,29.0,282.0,110.0,101,48.0,4.58,39,17
695.0,41.0,72.4,10.3,199.0,514.0,310.0,160,81.0,4.2,68,19
269.0,14.6,34.2,2.3,134.0,127.0,165.0,104,39.0,4.59,33,9
408.0,13.5,64.4,8.1,102.0,272.0,45.0,60,35.0,4.66,28,21
717.0,48.7,43.2,28.9,481.0,1301.0,48.0,71,26.0,4.69,19,13
528.0,35.3,27.0,26.3,400.0,1298.0,20.0,95,45.0,4.67,33,16
535.0,39.9,23.5,21.8,268.0,1169.0,65.0,248,90.0,4.71,73,20
651.0,44.4,25.9,38.0,572.0,1475.0,60.0,486,122.0,4.4,92,33
540.0,58.4,4.7,1.0,28.0,788.0,,124,49.0,4.73,37,10
58.0,4.9,3.6,0.1,2.0,112.0,5.0,68,50.0,4.72,44,8
637.0,22.7,20.3,84.8,256.0,2200.0,330.0,36,,4.94,13,7
420.0,26.4,21.5,24.9,123.0,1284.0,115.0,161,106.0,4.83,90,21
610.0,43.5,24.4,31.3,154.0,2323.0,110.0,69,,4.85,32,5
438.0,30.6,12.4,27.6,108.0,126.0,265.0,95,,4.88,39,15
604.0,28.5,59.6,30.5,116.0,322.0,85.0,11,,3.86,4,1
530.0,36.2,9.1,39.4,158.0,1759.0,223.0,34,,4.63,10,4
681.0,52.9,20.2,29.0,122.0,625.0,50.0,106,63.0,4.9,48,17
421.0,30.0,12.4,24.2,97.0,1626.0,530.0,23,11.0,4.73,8,4
420.0,32.7,6.3,23.6,99.0,614.0,890.0,29,14.0,4.43,12,5
619.0,39.8,10.3,53.1,164.0,652.0,55.0,219,97.0,4.95,76,34
334.0,20.5,9.8,25.9,82.0,1035.0,230.0,73,33.0,4.85,27,8
523.0,37.0,19.7,28.7,114.0,1288.0,740.0,49,34.0,4.79,25,3
344.0,20.6,5.8,31.9,115.0,824.0,620.0,170,85.0,4.89,73,12
620.0,37.3,39.9,31.2,90.0,1133.0,80.0,15,14.0,4.86,10,3
622.0,45.3,7.7,46.2,180.0,1302.0,175.0,99,62.0,4.6,54,17
198.0,13.6,4.5,15.3,57.0,362.0,265.0,114,,4.78,34,7
194.0,11.8,8.9,15.7,58.0,430.0,275.0,32,17.0,4.82,11,2
467.0,33.5,11.8,29.2,93.0,80.0,520.0,23,12.0,4.67,9,3
546.0,34.1,23.3,34.9,134.0,190.0,165.0,72,,4.76,30,9
289.0,15.0,9.5,28.0,89.0,82.0,145.0,15,9.0,4.33,6,2
33.0,1.8,3.5,0.9,0.0,584.0,636.0,263,162.0,4.68,131,39
139.0,2.8,24.7,3.4,0.0,244.0,105.0,71,28.0,4.04,20,14
67.0,6.8,1.5,0.4,0.0,583.0,640.0,115,39.0,4.54,30,22
34.0,3.4,0.6,0.6,0.0,147.0,1525.0,21,,4.0,6,5
183.0,1.3,40.0,3.3,5.0,28.0,2.0,274,165.0,4.32,128,13
176.0,2.1,34.6,7.1,7.0,89.0,5.0,30,,5.0,6,6
190.0,8.2,27.5,4.0,2.0,45.0,10.0,134,46.0,4.61,42,15
806.0,57.2,66.8,18.8,0.0,401.0,10.0,10,,4.0,1,1
643.0,35.3,85.6,8.6,0.0,179.0,5.0,10,,4.33,4,2
226.0,5.1,34.6,14.1,23.0,122.0,5.0,15,,4.25,3,1
335.0,20.5,32.6,10.9,0.0,240.0,5.0,13,7.0,4.14,6,2
238.0,9.7,33.7,8.2,2.0,110.0,,14,,4.71,7,3
,,,,,,35.0,38,11.0,4.45,8,9
265.0,4.3,51.6,8.4,2.0,36.0,,118,12.0,4.58,6,1
594.0,30.7,70.9,16.4,16.0,100.0,,25,,4.0,2,1
544.0,19.9,81.4,17.3,9.0,503.0,,22,,4.8,1,2
524.0,21.5,83.4,14.3,10.0,85.0,480.0,25,12.0,4.67,10,4
378.0,14.0,49.5,17.0,25.0,120.0,,174,,4.95,13,11
,,,,,,490.0,6,,4.67,4,3
388.0,11.9,60.2,14.8,13.0,96.0,,18,,5.0,1,1
222.0,6.4,37.5,6.4,21.0,176.0,,8,,3.67,2,1
192.0,2.0,36.3,8.1,2.0,74.0,55.0,241,28.0,4.43,23,8
241.0,4.7,44.2,8.8,2.0,152.0,15.0,41,,4.8,9,7
96.0,4.0,14.3,1.5,17.0,79.0,28.0,569,203.0,4.81,152,91
402.0,15.7,64.6,3.9,38.0,218.0,48.0,14,,4.4,4,8
594.0,20.0,91.4,18.9,2.0,209.0,10.0,20,,4.1,5,1
563.0,14.6,105.3,15.7,0.0,417.0,10.0,15,7.0,4.14,7,2
232.0,4.8,46.3,7.5,0.0,232.0,10.0,26,13.0,3.92,11,6
335.0,18.8,34.1,12.8,10.0,203.0,5.0,2000,902.0,4.58,647,155
151.0,2.1,30.7,6.7,3.0,22.0,10.0,55,41.0,4.56,32,9
258.0,3.6,49.8,10.0,13.0,115.0,5.0,282,180.0,4.51,130,24
151.0,0.5,34.6,4.2,0.27797073087139645,44.0,10.0,394,233.0,4.63,172,27
345.0,5.6,55.9,26.2,5.0,271.0,10.0,381,400.0,4.73,264,17
236.0,3.7,44.9,7.6,0.0,65.0,5.0,2000,1198.0,4.43,921,81
311.0,7.3,56.6,12.2,0.0,110.0,5.0,331,197.0,4.19,167,23
370.0,17.9,48.7,9.2,13.0,101.0,5.0,423,249.0,4.43,195,29
124.0,8.5,6.3,7.1,42.0,98.0,,71,61.0,3.87,52,9
136.0,10.8,7.0,5.3,0.27797073087139645,102.0,140.0,143,94.0,4.46,78,7
218.0,9.3,28.4,8.4,0.0,209.0,5.0,28,,4.5,23,7
151.0,8.3,16.6,5.3,6.0,97.0,15.0,66,59.0,4.71,46,2
437.0,18.7,56.8,16.8,0.0,422.0,12.0,496,328.0,4.53,255,56
356.0,14.8,48.3,9.0,3.0,500.0,180.0,156,167.0,4.6,112,3
208.0,8.9,16.2,11.0,33.0,321.0,90.0,165,156.0,4.55,123,11
256.0,1.7,51.3,9.4,0.0,124.0,75.0,86,85.0,4.06,66,3
452.0,17.3,63.8,15.0,40.0,760.0,100.0,86,85.0,4.35,65,10
262.0,5.4,38.8,8.2,2.0,245.0,75.0,276,233.0,4.57,174,21
215.0,9.7,22.2,9.9,14.0,494.0,55.0,120,82.0,4.74,60,14
363.0,12.1,40.5,22.9,95.0,683.0,40.0,581,366.0,4.71,267,78
147.0,8.0,17.8,2.3,0.0,625.0,90.0,58,39.0,4.49,31,7
352.0,3.9,68.9,15.1,0.0,595.0,615.0,16,14.0,4.36,10,2
179.0,2.0,30.6,9.4,0.0,432.0,25.0,487,474.0,4.23,366,24
164.0,3.4,26.9,7.6,0.0,683.0,50.0,1000,1340.0,4.56,974,86
109.0,3.9,16.8,2.8,0.0,401.0,105.0,19,,4.6,12,2
143.0,9.8,13.4,3.0,0.0,680.0,70.0,156,107.0,4.62,83,16
164.0,2.5,29.0,7.4,5.0,172.0,60.0,138,126.0,4.54,98,7
222.0,12.2,23.5,7.4,0.0,558.0,70.0,441,472.0,4.5,348,22
184.0,9.8,11.9,13.5,33.0,632.0,45.0,576,375.0,4.61,302,22
195.0,10.5,19.5,6.1,30.0,394.0,45.0,19000,14381.0,4.84,10585,1
207.0,9.0,28.7,5.0,11.0,462.0,,442,346.0,4.61,282,37
303.0,14.6,34.2,13.0,0.0,81.0,55.0,514,390.0,4.63,301,27
187.0,1.5,35.1,9.7,0.0,211.0,75.0,380,171.0,4.19,135,15
463.0,6.8,75.9,24.0,37.0,98.0,60.0,34,35.0,4.37,31,7
461.0,23.7,33.3,30.4,51.0,761.0,40.0,61,60.0,4.48,43,4
392.0,18.7,21.8,33.8,72.0,837.0,30.0,1000,611.0,4.66,449,127
297.0,19.2,1.5,23.2,88.0,698.0,40.0,998,870.0,4.49,615,56
150.0,2.4,22.7,10.1,10.0,190.0,50.0,536,335.0,4.46,269,31
439.0,27.0,43.9,10.7,17.0,397.0,55.0,430,247.0,4.74,195,36
264.0,12.3,31.9,7.1,0.0,248.0,25.0,197,170.0,4.29,134,21
233.0,3.5,42.0,11.5,0.0,540.0,60.0,550,460.0,4.64,307,46
245.0,10.6,28.9,9.3,37.0,679.0,35.0,1000,1074.0,4.7,781,151
126.0,5.3,18.1,3.3,35.0,129.0,40.0,1000,881.0,4.18,764,94
253.0,5.8,41.1,10.3,0.0,415.0,35.0,1000,1403.0,4.68,1023,110
198.0,3.0,33.1,11.2,46.0,607.0,35.0,4000,3668.0,4.38,2649,333
176.0,3.9,31.6,5.4,0.0,13.0,150.0,830,531.0,4.54,382,56
342.0,20.3,35.4,8.9,2.0,552.0,40.0,942,561.0,4.76,400,85
274.0,7.5,49.2,5.0,0.0,46.0,75.0,632,315.0,4.62,237,39
295.0,19.7,23.8,7.6,14.0,370.0,90.0,229,193.0,4.7,145,31
213.0,1.2,43.9,8.4,0.0,466.0,735.0,334,299.0,4.07,228,13
393.0,23.8,36.5,9.2,22.0,623.0,50.0,1000,1223.0,4.82,841,39
193.0,4.3,31.9,6.9,27.0,158.0,95.0,309,261.0,4.27,196,13
151.0,1.2,29.7,7.0,0.0,609.0,,124,152.0,4.17,106,11
124.0,1.0,26.0,4.7,0.0,220.0,80.0,307,251.0,4.36,176,13
457.0,12.9,73.7,14.7,0.0,319.0,154.0,83,57.0,4.51,48,8
223.0,4.5,39.2,7.1,0.0,203.0,150.0,73,51.0,4.47,42,5
167.0,6.5,23.6,4.4,0.0,412.0,500.0,462,235.0,4.68,181,23
416.0,19.2,38.5,22.6,43.0,644.0,404.0,1000,1105.0,4.52,782,60
416.0,15.2,38.9,30.1,47.0,481.0,35.0,669,222.0,4.56,159,29
304.0,10.0,44.2,9.4,1.0,714.0,50.0,416,264.0,4.72,200,29
230.0,9.4,8.2,21.2,41.0,459.0,25.0,657,683.0,4.43,523,38
331.0,21.5,7.5,25.0,106.0,552.0,25.0,1000,1463.0,4.55,1038,98
344.0,23.0,3.4,29.5,83.0,561.0,25.0,180,153.0,4.43,116,13
307.0,21.5,4.6,23.3,63.0,649.0,400.0,1000,1330.0,4.72,921,59
142.0,4.4,1.4,23.1,49.0,93.0,40.0,2000,2301.0,4.36,1515,188
319.0,16.0,21.2,25.3,41.0,562.0,22.0,259,233.0,4.66,170,28
262.0,14.2,5.0,24.2,57.0,222.0,25.0,338,236.0,4.52,156,48
320.0,22.1,2.4,25.7,104.0,197.0,35.0,1000,808.0,4.55,574,81
280.0,16.1,9.3,20.9,71.0,282.0,35.0,2000,1000.0,4.54,746,149
188.0,11.1,1.3,18.7,173.0,345.0,50.0,473,368.0,4.62,274,30
158.0,4.5,1.2,26.7,51.0,42.0,45.0,145,104.0,4.57,74,13
227.0,5.1,1.5,40.4,77.0,329.0,55.0,88,83.0,4.46,56,3
147.0,5.2,21.4,4.1,13.0,262.0,38.0,144,115.0,4.36,95,9
46.0,2.9,5.3,0.2,8.0,23.0,15.0,553,243.0,4.62,164,18
311.0,19.8,2.1,29.5,84.0,144.0,80.0,138,115.0,4.28,70,18
243.0,14.0,1.1,26.7,54.0,546.0,20.0,342,249.0,4.6,167,36
332.0,3.4,33.5,40.5,78.0,319.0,83.0,56,44.0,4.45,31,5
520.0,16.1,61.5,26.6,125.0,231.0,55.0,647,415.0,4.64,312,74
433.0,25.6,53.6,8.5,0.0,76.0,10.0,33,16.0,4.31,15,8
469.0,22.2,56.8,18.7,21.0,145.0,10.0,11,8.0,4.13,8,4
164.0,2.4,29.5,9.1,7.0,135.0,10.0,7,,4.25,2,2
257.0,4.8,47.1,10.1,0.0,143.0,10.0,224,63.0,4.75,54,18
398.0,8.5,68.6,13.2,0.0,129.0,10.0,62,21.0,4.48,14,7
88.0,1.3,17.3,4.1,4.0,45.0,10.0,102,,4.42,16,5
86.0,1.1,21.8,1.7,0.0,55.0,10.0,12,9.0,4.11,9,2
,,,,,,,7,,4.33,3,2
,,,,,,,14,,4.5,6,2
,,,,,,,16,,4.86,6,4
,,,,,,,16,,4.4,5,4
,,,,,,,17,,4.43,7,2
149.0,0.4,38.3,1.0,0.0,19.0,10.0,63,33.0,4.36,28,8
310.0,15.7,40.3,5.3,0.0,263.0,10.0,12,,4.4,5,3
406.0,20.6,56.2,5.2,0.0,172.0,10.0,17,8.0,4.25,7,1
230.0,8.1,20.0,21.6,6.0,225.0,10.0,44,13.0,4.54,10,5
297.0,12.3,39.2,11.0,10.0,206.0,5.0,79,26.0,4.27,22,6
114.0,2.5,21.4,3.0,0.0,33.0,10.0,11,,5.0,2,3
191.0,15.0,15.3,2.4,0.0,30.0,10.0,6,,4.5,3,3
,,,,,,5.0,24,,4.83,6,3
204.0,2.9,45.5,2.5,0.0,137.0,5.0,11,,5.0,1,2
,,,,,,5.0,21,,4.63,4,1
248.0,3.3,50.9,5.3,45.0,55.0,10.0,7,8.0,3.13,6,2
409.0,7.0,67.8,18.4,27.0,273.0,10.0,14,,4.67,5,1
121.0,4.1,17.7,6.6,10.0,57.0,10.0,10,7.0,3.14,7,3
245.0,2.6,45.8,11.1,5.0,84.0,10.0,48,,4.46,13,5
262.0,5.5,47.1,10.0,20.0,102.0,5.0,86,70.0,3.53,54,14
330.0,0.7,85.0,1.5,0.0,13.0,5.0,19,21.0,4.67,16,7
331.0,0.7,85.4,2.4,0.0,8.0,5.0,6,,5.0,2,1
158.0,1.6,38.0,2.2,0.0,9.0,10.0,28,,4.63,7,2
318.0,4.7,58.6,11.7,16.0,134.0,10.0,106,46.0,4.59,37,18
98.0,1.3,19.3,2.7,6.0,40.0,10.0,13,,4.5,5,2
108.0,2.8,19.4,1.8,5.0,201.0,10.0,17,,3.0,1,1
222.0,7.6,30.2,4.0,8.0,114.0,5.0,14,,5.0,1,1
190.0,14.7,12.8,3.6,40.0,94.0,180.0,82,14.0,4.57,12,5
361.0,8.7,39.5,32.9,19.0,259.0,,15,8.0,4.38,7,3
